,STATE/UT,YEAR,MURDER,ATTEMPT TO MURDER,CULPABLE HOMICIDE NOT AMOUNTING TO MURDER,RAPE,CUSTODIAL RAPE,OTHER RAPE,KIDNAPPING & ABDUCTION,KIDNAPPING AND ABDUCTION OF WOMEN AND GIRLS,KIDNAPPING AND ABDUCTION OF OTHERS,DACOITY,PREPARATION AND ASSEMBLY FOR DACOITY,ROBBERY,BURGLARY,THEFT,AUTO THEFT,OTHER THEFT,RIOTS,CRIMINAL BREACH OF TRUST,CHEATING,COUNTERFIETING,ARSON,HURT/GREVIOUS HURT,DOWRY DEATHS,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,INSULT TO MODESTY OF WOMEN,CRUELTY BY HUSBAND OR HIS RELATIVES,IMPORTATION OF GIRLS FROM FOREIGN COUNTRIES,CAUSING DEATH BY NEGLIGENCE,OTHER IPC CRIMES,TOTAL IPC CRIMES
264,SIKKIM,2001,38,22,14,16,0,16,12,4,8,0,0,6,152,148,12,136,6,2,26,0,2,70,0,0,28,0,0,14,332,888
265,SIKKIM,2002,26,10,4,12,0,12,18,4,14,0,0,10,132,128,10,118,30,6,96,0,4,100,0,34,0,6,0,14,340,970
266,SIKKIM,2003,28,14,6,20,0,20,0,0,0,4,0,6,96,130,6,124,20,14,24,6,4,112,0,50,0,2,0,36,314,886
267,SIKKIM,2004,32,16,6,6,0,6,10,8,2,0,0,10,128,146,12,134,152,8,44,2,14,156,0,80,0,2,0,58,392,1262
268,SIKKIM,2005,16,32,4,36,0,36,6,4,2,4,0,8,170,162,10,152,38,8,88,4,6,198,0,76,0,8,0,106,134,1104
269,SIKKIM,2006,42,32,4,40,0,40,16,14,2,0,0,18,168,226,16,210,24,20,74,2,2,192,0,28,0,12,0,78,428,1406
270,SIKKIM,2007,18,28,6,48,0,48,18,18,0,0,0,12,166,236,22,214,30,14,68,6,2,190,0,26,0,14,0,68,384,1334
271,SIKKIM,2008,18,14,6,40,0,40,8,8,0,2,0,14,162,254,18,236,34,12,92,0,46,200,0,38,0,10,0,80,430,1460
272,SIKKIM,2009,38,14,6,36,0,36,12,12,0,0,0,8,186,124,16,108,78,8,24,4,18,182,0,20,0,12,0,118,450,1338
273,SIKKIM,2010,34,12,4,36,0,36,12,12,0,2,0,14,144,106,16,90,8,2,40,6,14,146,2,22,0,6,0,94,400,1104
274,SIKKIM,2011,28,14,16,32,0,32,20,20,0,0,0,10,120,144,16,128,50,8,62,6,8,150,0,48,0,8,0,114,354,1192
275,SIKKIM,2012,14,14,0,68,0,68,20,20,0,0,0,12,130,234,34,200,44,6,62,2,40,182,2,38,0,8,0,64,116,1056
276,TAMIL NADU,2001,3324,4408,38,846,0,846,1904,1214,690,316,12,1344,11930,33418,8956,24462,10392,720,4278,208,1960,56858,382,3546,2024,1630,28,17100,152936,309602
277,TAMIL NADU,2002,3446,4266,72,1068,0,1068,2002,1428,574,352,50,1306,11066,37510,9342,28168,8504,576,4034,242,1700,50300,486,3754,3436,2104,0,20250,177360,333884
278,TAMIL NADU,2003,3182,3686,56,1114,2,1112,1758,1264,494,190,86,1028,9698,36426,9162,27264,7412,614,3808,126,1582,60456,440,4044,1762,3110,2,18224,155568,314372
279,TAMIL NADU,2004,2958,3544,52,1236,0,1236,1740,1384,356,144,108,928,8294,35060,7992,27068,6866,536,4242,80,1324,61710,450,3722,2162,2874,0,18304,176878,333212
280,TAMIL NADU,2005,2880,3518,56,1142,2,1140,2058,1566,492,146,0,874,7476,31702,7166,24536,5102,478,5388,80,990,63450,430,3528,1330,3300,0,17804,172988,324720
281,TAMIL NADU,2006,2726,3198,40,914,0,914,1812,1436,376,190,8,900,6600,27302,5754,21548,3676,388,4232,126,920,28134,374,2358,1704,2496,0,21584,188262,297944
282,TAMIL NADU,2007,3266,4156,56,1046,0,1046,2540,2194,346,176,66,990,7434,26434,5802,20632,4750,522,5020,148,1306,33934,416,3080,1750,3952,0,22970,221496,345508
283,TAMIL NADU,2008,3518,4654,56,1146,0,1146,2750,2320,430,200,132,1324,7698,30038,7444,22594,5622,462,4698,1198,1220,41058,414,3410,1948,3296,0,24656,214168,353666
284,TAMIL NADU,2009,3552,4650,52,1192,0,1192,2744,2266,478,194,68,2288,8442,31424,9946,21478,4794,430,5114,704,1160,36294,388,2484,1002,2920,0,27056,212430,349382
285,TAMIL NADU,2010,3750,5282,64,1372,0,1372,3440,2928,512,170,24,3634,9430,29166,10090,19076,5328,354,6518,624,1272,42618,330,2810,1276,3140,0,29288,221466,371356
286,TAMIL NADU,2011,3754,5924,56,1354,0,1354,3968,3486,482,202,22,4132,9696,27848,9822,18026,6018,476,7744,550,1412,42334,304,2934,928,3624,0,32152,230326,385758
287,TAMIL NADU,2012,3898,5908,88,1474,0,1474,3890,3386,504,194,38,3796,8914,23992,7830,16162,6272,524,8302,754,1452,44200,220,2988,764,3930,0,30998,248352,400948
288,TRIPURA,2001,480,50,0,204,0,204,186,70,116,52,0,126,396,518,12,506,276,8,34,12,62,824,32,116,0,454,0,62,1710,5602
289,TRIPURA,2002,402,76,2,216,0,216,256,96,160,58,0,112,384,540,102,438,360,24,40,14,80,1036,32,256,0,472,0,92,1698,6150
290,TRIPURA,2003,508,174,0,228,0,228,292,58,234,72,0,138,334,552,20,532,548,6,50,6,166,1068,40,254,0,494,0,218,1880,7028
291,TRIPURA,2004,378,72,0,320,0,320,198,108,90,54,4,92,332,520,98,422,296,34,68,24,48,904,40,268,0,604,0,170,1736,6162
292,TRIPURA,2005,242,112,2,324,0,324,170,86,84,44,0,122,340,650,124,526,296,64,118,32,70,858,68,322,2,878,0,376,1622,6712
293,TRIPURA,2006,308,104,2,378,0,378,210,124,86,36,2,142,364,784,62,722,308,46,168,24,70,928,70,414,0,942,0,398,2182,7880
294,TRIPURA,2007,276,116,4,314,0,314,226,162,64,28,4,128,386,822,110,712,284,84,170,20,46,1092,72,488,8,1090,0,406,2482,8546
295,TRIPURA,2008,310,106,4,408,0,408,292,220,72,26,6,190,436,998,86,912,394,84,184,46,94,1848,32,692,8,1470,0,390,2654,10672
296,TRIPURA,2009,266,118,4,380,0,380,242,184,58,14,0,154,462,830,78,752,356,104,220,40,124,2094,58,768,10,1630,0,450,2648,10972
297,TRIPURA,2010,300,126,16,476,0,476,228,182,46,32,4,130,442,914,128,786,326,106,244,12,102,2272,50,752,18,1874,0,474,2712,11610
298,TRIPURA,2011,326,150,0,410,0,410,308,232,76,22,0,100,454,988,118,870,350,108,198,18,116,2680,60,588,18,1404,0,28,3280,11606
299,TRIPURA,2012,248,158,4,458,0,458,278,228,50,14,0,120,478,1130,280,850,256,94,210,18,118,3008,74,628,14,1716,0,20,3484,12528
300,UTTAR PRADESH,2001,15202,15928,2372,3916,0,3916,8660,5758,2902,1810,76,7650,16822,54022,12378,41644,14686,6860,10726,294,1624,35632,4422,5740,5150,14730,0,14258,115678,356258
301,UTTAR PRADESH,2002,13650,12566,2486,2830,2,2828,6860,4596,2264,1104,118,5680,12252,44838,12706,32132,9756,5476,10052,254,1286,27894,3786,4290,3774,11358,0,14626,97138,292074
302,UTTAR PRADESH,2003,10568,7586,3050,1822,0,1822,4416,2998,1418,634,392,3976,8032,31502,11210,20292,4502,3492,5822,452,594,15520,2644,2196,9940,5252,0,8856,58898,190146
303,UTTAR PRADESH,2004,12252,11160,2872,2794,0,2794,6674,4648,2026,756,196,5212,10598,45048,16904,28144,7830,4754,8368,376,762,22530,3416,3800,5364,9900,6,14272,81422,260362
304,UTTAR PRADESH,2005,11422,11274,3040,2434,0,2434,5910,4512,1398,572,178,4098,9112,41390,17294,24096,7852,5048,9112,522,796,20758,3128,3670,5762,9010,0,14812,74316,244216
305,UTTAR PRADESH,2006,10960,9994,3086,2628,0,2628,6636,5102,1534,436,172,4048,9154,40894,19242,21652,7548,5018,10284,556,598,20824,3596,4192,5428,10408,0,14470,83072,254002
306,UTTAR PRADESH,2007,10000,8848,3232,3296,0,3296,8956,6726,2230,874,164,4338,10114,45632,21718,23914,8990,7278,16798,674,536,21388,4152,5044,5764,15300,0,15310,103828,300516
307,UTTAR PRADESH,2008,9128,8466,2986,3742,0,3742,10856,8878,1978,626,152,4194,10836,51892,24128,27764,8762,8592,18654,840,456,23366,4474,5910,6748,16624,0,20204,120484,337992
308,UTTAR PRADESH,2009,9068,8282,2878,3518,0,3518,12166,10156,2010,730,118,4570,10520,58452,32218,26234,8526,7834,17690,678,508,21868,4464,5564,5048,17132,0,24318,121836,345768
309,UTTAR PRADESH,2010,8802,8008,2802,3126,2,3124,12642,10936,1706,674,96,5154,9830,62306,36432,25874,8372,7634,19106,852,340,20672,4434,5586,22,15956,0,28944,123000,348358
310,UTTAR PRADESH,2011,9902,9306,2908,4084,0,4084,17000,15050,1950,758,78,6296,11530,73366,42726,30640,10044,7442,19882,540,954,24468,4644,6910,6,14242,0,28760,137150,390270
311,UTTAR PRADESH,2012,9932,9622,2820,3926,0,3926,17756,15820,1936,644,136,6318,12374,74752,45546,29206,11352,7276,21426,410,654,24580,4488,6494,16,15322,0,28812,137076,396186
312,UTTARAKHAND,2001,632,558,76,148,0,148,366,252,114,64,6,382,1066,2838,748,2090,880,342,636,8,60,1660,112,206,168,602,0,882,4454,16146
313,UTTARAKHAND,2002,584,498,94,178,0,178,396,310,86,64,12,354,1108,2730,748,1982,684,290,624,16,80,1520,132,290,194,632,2,880,4590,15952
314,UTTARAKHAND,2003,536,472,62,214,0,214,342,268,74,52,6,320,1114,2736,800,1936,784,276,758,16,66,1374,186,272,196,634,0,724,4706,15846
315,UTTARAKHAND,2004,524,494,58,230,0,230,426,254,172,74,2,330,1132,3194,1000,2194,888,314,744,26,56,1730,164,286,220,810,0,928,4638,17268
316,UTTARAKHAND,2005,558,404,60,266,0,266,406,250,156,96,0,318,1042,3260,1066,2194,866,288,792,44,48,1490,126,200,178,544,0,924,4156,16066
317,UTTARAKHAND,2006,548,430,80,294,0,294,424,366,58,62,4,314,940,3392,1050,2342,978,190,1028,28,78,1708,160,306,226,716,0,1048,3870,16824
318,UTTARAKHAND,2007,536,456,100,234,0,234,506,454,52,92,12,346,1096,3186,1130,2056,918,326,1394,78,74,1772,140,292,126,926,0,1216,5372,19198
319,UTTARAKHAND,2008,446,434,80,174,0,174,494,444,50,32,4,288,846,3244,1452,1792,1018,342,926,62,30,1874,146,240,612,680,0,1180,4560,17712
320,UTTARAKHAND,2009,390,370,102,222,0,222,550,494,56,70,14,358,726,3202,1470,1732,932,312,1088,86,34,2396,188,238,498,722,0,1370,3736,17604
321,UTTARAKHAND,2010,352,438,120,242,0,242,572,498,74,24,4,324,620,4276,1742,2534,916,334,1134,66,34,1948,150,250,330,668,0,1476,4202,18480
322,UTTARAKHAND,2011,356,378,108,258,0,258,628,566,62,26,2,358,684,4186,1680,2506,802,230,1038,52,34,1704,166,232,144,614,0,1392,4156,17548
323,UTTARAKHAND,2012,434,322,88,296,0,296,594,512,82,58,6,288,782,3826,1898,1928,738,274,1058,44,34,2044,142,278,146,736,0,1340,4236,17764
324,WEST BENGAL,2001,3188,898,1162,1418,0,1418,1750,1390,360,548,842,1320,852,28490,5124,23366,6190,972,2432,204,204,7316,530,1908,96,7718,6,4562,50520,123126
325,WEST BENGAL,2002,2888,826,1080,1518,0,1518,1662,1388,274,408,1292,1088,696,24898,4916,19982,4922,902,2630,196,228,6224,546,1928,68,8138,2,5406,50378,117924
326,WEST BENGAL,2003,2850,800,968,2004,0,2004,1804,1602,202,434,1766,1196,684,25226,5162,20064,5192,756,3068,306,174,8344,658,2372,142,9896,2,4600,49106,122348
327,WEST BENGAL,2004,2850,780,936,2950,0,2950,2400,2036,364,424,1886,1070,1094,28930,5336,23594,5382,850,3372,250,206,7734,792,3132,128,12668,24,5990,54852,138700
328,WEST BENGAL,2005,2906,868,816,3372,0,3372,2414,2078,336,422,2442,852,1478,24248,4870,19378,5270,1056,3520,214,184,8250,892,3144,108,13872,122,5474,50888,132812
329,WEST BENGAL,2006,2850,1344,802,3462,0,3462,2710,2398,312,354,2526,852,1202,25064,5428,19636,4770,1038,3894,270,222,12598,890,3674,126,14828,2,6078,46548,136104
330,WEST BENGAL,2007,3304,1754,788,4212,0,4212,3600,3180,420,292,2300,854,798,27494,4842,22652,7454,1344,4812,254,242,13818,902,4562,198,19800,10,7606,55806,162204
331,WEST BENGAL,2008,3622,3464,976,4526,0,4526,4664,3814,850,368,2110,1226,924,34668,5186,29482,10850,1752,5876,296,300,18066,902,4792,188,27326,10,7578,76354,210838
332,WEST BENGAL,2009,4136,4238,1862,4672,0,4672,5500,4374,1126,428,1448,1502,658,34266,7418,26848,13400,1836,6596,306,688,22392,1012,3884,216,32224,10,7246,77552,226072
333,WEST BENGAL,2010,4796,4222,1260,4622,0,4622,6690,5528,1162,576,1374,1596,776,38778,8246,30532,13618,2022,6520,428,662,25528,1014,4930,326,35592,16,5694,98192,259232
334,WEST BENGAL,2011,4218,4484,972,4726,0,4726,8570,7422,1148,472,1878,1520,910,42892,9284,33608,12038,2528,8342,414,826,26188,1020,4726,400,39544,0,6498,113228,286394
335,WEST BENGAL,2012,4504,5708,1044,4092,0,4092,10234,8336,1898,558,1750,1632,928,45982,10316,35666,13222,2782,10600,704,792,31846,1186,6690,1112,39730,24,8770,128964,322854
336,A & N ISLANDS,2001,26,0,0,6,0,6,4,4,0,0,0,8,128,130,8,122,26,20,16,4,8,236,0,38,2,18,0,0,646,1316
337,A & N ISLANDS,2002,34,6,2,4,0,4,4,2,2,2,0,14,98,98,4,94,22,8,22,0,4,194,0,34,6,8,0,0,656,1216
338,A & N ISLANDS,2003,42,8,2,4,0,4,4,4,0,4,0,14,112,120,6,114,38,6,26,0,16,220,0,18,4,14,0,0,636,1288
339,A & N ISLANDS,2004,30,2,4,20,0,20,6,6,0,0,0,6,138,206,18,188,18,0,24,0,18,210,0,12,6,10,0,12,774,1496
340,A & N ISLANDS,2005,28,6,6,8,0,8,4,2,2,0,0,8,136,184,12,172,8,16,26,0,12,158,0,22,2,10,0,6,724,1364
341,A & N ISLANDS,2006,8,8,2,12,0,12,10,10,0,0,0,10,164,202,12,190,20,6,30,8,18,156,0,28,8,14,0,4,644,1352
342,A & N ISLANDS,2007,30,38,2,6,0,6,24,18,6,10,0,18,180,224,16,208,34,14,46,2,22,198,2,42,4,36,0,8,674,1614
343,A & N ISLANDS,2008,16,22,4,24,0,24,34,26,8,0,0,28,156,256,22,234,32,24,38,2,30,214,4,48,6,52,0,8,766,1764
344,A & N ISLANDS,2009,30,8,8,36,0,36,32,28,4,0,0,22,172,268,20,248,22,14,40,4,24,178,2,60,14,42,0,4,902,1882
345,A & N ISLANDS,2010,18,14,8,48,0,48,20,16,4,2,0,14,160,242,44,198,22,20,112,0,24,160,0,62,20,18,0,18,978,1960
346,A & N ISLANDS,2011,28,12,4,26,0,26,30,24,6,2,0,2,198,176,8,168,22,6,64,0,12,162,0,30,6,10,0,12,784,1586
347,A & N ISLANDS,2012,30,6,0,24,0,24,16,14,2,10,0,4,142,142,0,142,16,10,62,2,8,124,4,34,8,10,0,12,702,1366
348,CHANDIGARH,2001,30,20,12,36,0,36,112,100,12,10,0,44,728,3058,988,2070,182,52,310,4,10,190,6,48,30,72,0,12,1828,6794
349,CHANDIGARH,2002,62,70,14,36,0,36,108,94,14,2,2,52,672,3294,1234,2060,156,70,362,10,10,214,2,72,56,112,0,14,2222,7612
350,CHANDIGARH,2003,42,30,4,36,0,36,64,56,8,6,2,24,408,2476,1104,1372,92,64,418,4,8,142,2,22,8,186,0,16,1558,5612
351,CHANDIGARH,2004,44,38,20,38,0,38,108,86,22,0,4,12,372,2918,1306,1612,86,46,270,8,0,130,12,40,36,146,0,10,1440,5778
352,CHANDIGARH,2005,36,30,8,66,0,66,108,90,18,0,4,24,446,2746,1158,1588,86,82,322,0,2,114,6,62,18,150,0,18,1938,6266
353,CHANDIGARH,2006,24,42,16,38,0,38,130,114,16,2,6,68,378,2468,1058,1410,88,118,464,6,10,110,20,40,26,204,0,28,1966,6252
354,CHANDIGARH,2007,38,52,16,44,0,44,104,92,12,4,0,74,382,3480,1706,1774,158,76,340,4,18,156,2,64,22,224,0,30,1998,7286
355,CHANDIGARH,2008,34,56,12,40,0,40,100,84,16,2,8,46,514,3982,2188,1794,170,74,426,0,4,146,6,38,4,98,0,22,2080,7862
356,CHANDIGARH,2009,44,36,16,58,0,58,80,72,8,8,6,54,482,3462,2234,1228,132,76,386,8,8,126,4,52,4,102,0,14,1952,7110
357,CHANDIGARH,2010,42,60,18,62,0,62,76,56,20,10,12,134,472,2962,1796,1166,130,46,326,6,18,130,10,58,8,82,0,12,2072,6746
358,CHANDIGARH,2011,48,80,12,54,0,54,116,92,24,12,4,136,570,3004,1830,1174,132,50,510,0,18,90,4,42,24,92,0,14,2072,7084
359,CHANDIGARH,2012,42,88,10,54,0,54,174,132,42,6,18,126,470,3098,1788,1310,98,68,468,4,18,84,10,90,50,146,0,6,2084,7212
360,D & N HAVELI,2001,6,4,0,12,0,12,8,4,4,0,0,4,68,90,30,60,8,26,24,2,2,58,0,14,0,8,0,0,366,700
361,D & N HAVELI,2002,22,4,0,8,0,8,18,10,8,6,0,2,76,150,76,74,10,24,20,0,4,58,0,6,0,6,0,0,284,698
362,D & N HAVELI,2003,22,10,0,2,0,2,14,8,6,8,0,12,82,122,30,92,34,16,26,4,8,44,0,8,0,4,0,2,258,676
363,D & N HAVELI,2004,22,8,0,14,0,14,24,14,10,6,0,4,40,106,40,66,34,24,44,0,4,70,0,10,0,6,0,16,386,818
364,D & N HAVELI,2005,14,10,0,10,0,10,26,18,8,6,0,4,50,148,34,114,36,24,20,8,2,66,0,10,0,10,0,34,390,868
365,D & N HAVELI,2006,18,0,2,12,0,12,36,28,8,10,0,10,82,122,26,96,16,60,20,2,10,70,2,10,2,10,0,32,344,870
366,D & N HAVELI,2007,20,4,0,14,0,14,18,12,6,2,0,6,56,174,38,136,78,34,20,2,20,50,0,0,0,6,0,24,322,850
367,D & N HAVELI,2008,18,4,0,12,0,12,34,22,12,2,0,0,98,108,36,72,48,20,48,2,12,52,0,8,0,8,0,20,308,802
368,D & N HAVELI,2009,20,10,2,8,0,8,24,18,6,18,0,4,86,126,42,84,106,34,40,2,10,46,0,4,2,6,0,34,302,884
369,D & N HAVELI,2010,12,0,2,6,0,6,36,20,16,4,0,6,50,126,68,58,88,24,36,2,4,22,0,22,4,6,0,40,266,756
370,D & N HAVELI,2011,28,4,0,8,0,8,18,16,2,14,0,4,44,138,86,52,40,20,36,4,10,50,0,4,0,6,0,48,268,744
371,D & N HAVELI,2012,14,4,0,6,0,6,26,18,8,4,0,4,44,136,72,64,22,20,8,0,24,50,0,4,0,0,0,46,224,636
372,DAMAN & DIU,2001,14,10,0,0,0,0,10,6,4,0,0,0,86,80,40,40,46,10,18,2,6,42,0,0,0,8,0,0,146,478
373,DAMAN & DIU,2002,16,6,0,0,0,0,6,4,2,4,0,2,112,112,70,42,32,10,20,0,4,36,0,0,0,6,0,0,156,522
374,DAMAN & DIU,2003,12,6,0,10,0,10,2,2,0,8,0,2,82,92,50,42,62,16,16,12,2,28,2,6,0,0,0,12,168,538
375,DAMAN & DIU,2004,6,2,0,2,0,2,4,0,4,0,0,2,70,54,24,30,38,8,10,0,4,34,0,2,0,8,0,50,102,396
376,DAMAN & DIU,2005,10,4,0,4,0,4,8,4,4,8,0,0,74,100,54,46,38,12,6,14,2,32,2,2,0,6,0,48,116,486
377,DAMAN & DIU,2006,12,6,0,6,0,6,6,2,4,16,0,2,120,126,66,60,48,18,6,8,10,36,0,4,0,4,0,52,96,576
378,DAMAN & DIU,2007,24,14,0,2,0,2,2,2,0,6,2,4,92,86,56,30,62,10,12,12,6,40,2,0,0,6,0,64,74,520
379,DAMAN & DIU,2008,4,4,0,0,0,0,8,2,6,4,0,8,90,98,62,36,70,8,4,2,6,24,0,4,2,10,0,78,72,496
380,DAMAN & DIU,2009,10,8,2,2,0,2,0,0,0,0,0,8,66,82,54,28,58,16,8,6,6,28,0,8,2,6,0,80,156,552
381,DAMAN & DIU,2010,10,4,2,2,0,2,4,4,0,12,0,0,54,94,58,36,22,8,10,0,0,24,0,4,0,6,0,76,74,406
382,DAMAN & DIU,2011,12,2,0,2,0,2,6,4,2,8,0,12,62,94,66,28,38,6,20,4,0,22,0,0,0,4,0,86,70,448
383,DAMAN & DIU,2012,6,10,0,10,0,10,6,0,6,2,0,6,52,110,84,26,18,12,16,0,22,34,0,0,0,6,0,76,92,478
384,DELHI UT,2001,1094,1020,126,762,0,762,3254,1928,1326,96,148,1248,6058,38552,15788,22764,330,958,4366,84,100,4022,226,1004,180,276,0,864,44000,108768
385,DELHI UT,2002,1062,880,136,806,0,806,2646,1786,860,94,134,1004,4720,33250,14868,18382,278,888,4196,92,114,3702,270,892,256,270,0,832,41752,98274
386,DELHI UT,2003,970,814,130,980,0,980,2312,1594,718,56,214,882,3796,31088,14890,16198,160,862,4158,86,120,3416,260,978,210,2422,0,804,40090,94808
387,DELHI UT,2004,962,1038,160,1102,0,1102,2418,1762,656,60,270,922,3750,37988,17746,20242,134,890,4644,88,76,3560,252,1202,260,2508,0,866,44096,107246
388,DELHI UT,2005,910,934,128,1316,0,1316,3180,2212,968,54,314,1020,4186,35910,17724,18186,122,788,4756,72,94,3628,228,1524,450,2648,2,1268,48598,112130
389,DELHI UT,2006,952,1020,150,1246,0,1246,2884,2132,752,28,400,1082,3900,34996,18732,16264,174,884,4626,84,66,3636,274,1436,288,3456,0,734,53610,115926
390,DELHI UT,2007,990,1060,188,1196,0,1196,3376,2334,1042,68,458,1114,4110,34074,17748,16326,174,902,4672,82,62,3472,276,1736,334,3574,0,504,49708,112130
391,DELHI UT,2008,1108,778,132,932,0,932,3134,2272,862,48,268,1082,3852,37734,22040,15694,142,710,2986,82,82,3872,258,1222,260,2774,0,1452,35792,98700
392,DELHI UT,2009,1104,738,168,938,0,938,5072,3310,1762,72,138,1030,3466,43462,26448,17014,114,666,4000,94,68,3876,282,1104,236,2566,0,1692,29616,100502
393,DELHI UT,2010,1130,622,142,1014,0,1014,6416,3480,2936,64,62,1198,3004,46176,29932,16244,106,546,3690,66,104,3850,286,1202,160,2808,0,1828,28110,102584
394,DELHI UT,2011,1086,772,142,1144,0,1144,7534,4170,3364,66,50,1124,2838,45798,29336,16462,100,674,5180,88,84,3892,284,1314,324,3150,0,2336,28726,106706
395,DELHI UT,2012,1042,878,164,1412,0,1412,7940,4320,3620,56,26,1216,3430,44064,28782,15282,158,682,4982,122,158,3494,268,1454,416,3970,0,1826,30816,108574
396,LAKSHADWEEP,2001,2,0,0,0,0,0,0,0,0,0,0,0,2,20,0,20,2,2,0,0,4,6,0,0,0,0,0,0,34,72
397,LAKSHADWEEP,2002,0,0,0,2,0,2,0,0,0,0,0,0,18,24,0,24,36,0,0,0,4,10,0,2,0,0,0,0,10,106
398,LAKSHADWEEP,2003,0,0,0,4,0,4,0,0,0,0,0,0,12,16,2,14,8,0,0,0,4,2,0,2,0,2,0,0,12,62
399,LAKSHADWEEP,2004,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,10,74,0,0,2,0,12,0,0,0,2,0,0,36,140
400,LAKSHADWEEP,2005,2,0,0,0,0,0,0,0,0,0,0,0,4,14,0,14,12,0,0,0,0,8,0,0,0,0,0,0,44,84
401,LAKSHADWEEP,2006,0,4,0,0,0,0,0,0,0,0,0,0,4,34,2,32,24,0,0,0,8,10,0,0,0,2,0,0,74,160
402,LAKSHADWEEP,2007,0,4,0,2,0,2,0,0,0,0,0,0,4,40,4,36,2,0,0,0,0,0,0,4,0,4,0,0,52,112
403,LAKSHADWEEP,2008,2,0,0,4,0,4,2,2,0,0,0,0,6,16,2,14,24,0,0,0,4,24,0,0,0,2,0,0,106,190
404,LAKSHADWEEP,2009,0,2,0,2,0,2,0,0,0,6,0,0,2,20,10,10,88,0,0,0,4,28,0,0,0,0,0,0,116,268
405,LAKSHADWEEP,2010,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,10,6,0,0,0,4,2,0,0,0,0,0,0,52,84
406,LAKSHADWEEP,2011,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,8,10,2,0,0,6,6,0,0,0,0,0,0,54,88
407,LAKSHADWEEP,2012,0,0,0,0,0,0,0,0,0,0,0,0,6,14,2,12,20,0,0,0,6,6,0,2,0,2,0,0,64,120
408,PUDUCHERRY,2001,50,64,2,18,0,18,8,6,2,2,0,8,222,1056,568,488,200,10,46,6,62,1270,2,70,54,6,0,332,4648,8136
409,PUDUCHERRY,2002,58,86,4,12,0,12,20,12,8,4,0,12,258,1052,516,536,386,22,62,6,44,2186,10,118,52,18,0,380,4084,8874
410,PUDUCHERRY,2003,58,64,0,4,0,4,36,26,10,4,0,22,252,1134,590,544,318,24,64,2,36,2106,2,112,54,8,0,364,4370,9034
411,PUDUCHERRY,2004,50,36,28,8,0,8,20,16,4,0,0,2,172,1268,644,624,294,14,70,4,18,1948,12,100,60,4,0,352,4780,9240
412,PUDUCHERRY,2005,38,48,16,12,0,12,12,6,6,2,0,10,134,932,470,462,318,16,82,0,18,1714,8,120,52,12,0,448,5158,9150
413,PUDUCHERRY,2006,60,48,6,18,0,18,36,26,10,4,0,6,168,1120,640,480,388,12,72,4,44,1854,6,112,78,38,0,418,4882,9374
414,PUDUCHERRY,2007,68,84,4,18,0,18,40,28,12,2,4,16,172,1574,996,578,290,12,90,2,36,1808,4,178,64,34,0,534,5074,10108
415,PUDUCHERRY,2008,70,70,6,16,0,16,34,18,16,20,6,20,180,1376,886,490,330,26,106,4,18,1746,4,130,42,24,0,414,5336,9978
416,PUDUCHERRY,2009,74,50,10,2,0,2,36,26,10,14,10,18,142,1422,1004,418,282,14,94,10,22,1802,0,106,32,20,0,466,4556,9182
417,PUDUCHERRY,2010,66,38,32,6,0,6,34,28,6,4,20,10,144,1068,768,300,262,24,154,6,20,1612,2,92,44,14,0,484,3734,7870
418,PUDUCHERRY,2011,64,44,24,14,0,14,24,18,6,10,20,22,130,1414,1022,392,250,18,108,8,20,1706,2,70,32,20,0,486,4238,8724
419,PUDUCHERRY,2012,58,54,24,26,0,26,38,32,6,10,30,32,154,1316,924,392,252,18,180,12,42,1636,0,18,4,12,0,526,4120,8562
